底表行,序号,医院,姓名,来源链接,列名,修改前,修改后
983,982,中山大学肿瘤防治中心,张志凌,https://www.sysucc.org.cn/node/3726,亮眼经历线索,教授、主任医师、博士生导师 擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 张志凌 职称：教授、主任医师、博士生导师 专长 擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 一、基本情况 职称：教授、主任医师、博士生导师 专家门诊时间：周四下午 专业特长：擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 二、学习及工作经历： 2012年博士毕业于中山大学，后赴美国克利夫兰医学中心从事访问学者研究，主要钻研肾癌保肾手术和肾功能的保护。 2017年至今担任中山大学肿瘤防治中心泌尿科教授、主任医师。,教授、主任医师、博士生导师 擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 张志凌 职称：教授、主任医师、博士生导师 专长 擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 一、基本情况 职称：教授、主任医师、博士生导师 专家门诊时间：周四下午 专业特长：擅长肾癌、肾上腺肿瘤及腹膜后肿瘤等泌尿系肿瘤的外科治疗及多学科综合治疗 二、学习及工作经历： 2012年博士毕业于中山大学，后赴美国克利夫兰医学中心从事访问学者研究，主要钻研肾癌保肾手术和肾功能的保护。 2017年至今担任中山大学肿瘤防治中心泌尿科教授、主任医师。
983,982,中山大学肿瘤防治中心,张志凌,https://www.sysucc.org.cn/node/3726,异常提示,,亮眼经历含导航文本，已清洗
984,983,中山大学肿瘤防治中心,李向东,https://www.sysucc.org.cn/node/3732,亮眼经历线索,主任医师、硕士研究生导师 膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减少创伤，缩短恢复时间，优化术后管理，进一步降低膀胱癌根治和电切术后并发症发生率。 加载更多 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减少创伤，缩短恢复时间，优化术后管理，进一步降低膀胱癌根治和电切术后并发症发生率。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 李向东 职称：主任医师、硕士研究生导师 专长 膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减...,主任医师、硕士研究生导师 膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减少创伤，缩短恢复时间，优化术后管理，进一步降低膀胱癌根治和电切术后并发症发生率。 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减少创伤，缩短恢复时间，优化术后管理，进一步降低膀胱癌根治和电切术后并发症发生率。 李向东 职称：主任医师、硕士研究生导师 专长 膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 职称：主任医师、硕士研究生导师 专业特长：膀胱癌，睾丸癌，肾盂输尿管癌和儿童肿瘤的外科治疗 1.膀胱癌的微创治疗：专注于微创外科技术，减...
984,983,中山大学肿瘤防治中心,李向东,https://www.sysucc.org.cn/node/3732,异常提示,,亮眼经历含导航文本，已清洗
985,984,中山大学肿瘤防治中心,李志勇,https://www.sysucc.org.cn/node/6437,亮眼经历线索,副主任医师，硕士研究生导师 擅长泌尿系肿瘤的外科治疗和多学科综合治疗 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 李志勇 职称：副主任医师，硕士研究生导师 专长 擅长泌尿系肿瘤的外科治疗和多学科综合治疗,副主任医师，硕士研究生导师 擅长泌尿系肿瘤的外科治疗和多学科综合治疗 李志勇 职称：副主任医师，硕士研究生导师 专长 擅长泌尿系肿瘤的外科治疗和多学科综合治疗
985,984,中山大学肿瘤防治中心,李志勇,https://www.sysucc.org.cn/node/6437,异常提示,,亮眼经历含导航文本，已清洗
986,985,中山大学肿瘤防治中心,李永红,https://www.sysucc.org.cn/node/3725,亮眼经历线索,泌尿外科副主任、前列腺肿瘤病区（泌尿三区）主任 职称：主任医师、博士生导师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 李永红 职务：泌尿外科副主任、前列腺肿瘤病区（泌尿三区）主任 职称：主任医师、博士生导师 专长 前列腺癌手术治疗、综合治疗和全程管理，PSA升高诊治。 诊疗范围包括：前列腺癌手术治疗（机器人辅助、传统开放手术）、多学科综合治疗和全程管理，PSA升高诊治、良性前列腺增生治疗。 二、教育及工作经历 2006年-至今，中山大学肿瘤防治中心，住院医师、主治医师、副主任医师、主任医师 2012年-2013年 美国克利夫兰医学中心（美国泌尿外科排名前二）进修 三、学术兼职 中国抗癌协会前列腺癌整合防筛专业委员会 副主任委员 中国抗癌协会男生殖系肿瘤专业委员会 委员 中国临床肿瘤学会前列腺癌专家委员会 委员 中华医学会泌尿外科学分会男科学组 委员 广东省抗癌协会泌尿生殖系肿瘤专业委员...,泌尿外科副主任、前列腺肿瘤病区（泌尿三区）主任 职称：主任医师、博士生导师 李永红 职务：泌尿外科副主任、前列腺肿瘤病区（泌尿三区）主任 职称：主任医师、博士生导师 专长 前列腺癌手术治疗、综合治疗和全程管理，PSA升高诊治。 诊疗范围包括：前列腺癌手术治疗（机器人辅助、传统开放手术）、多学科综合治疗和全程管理，PSA升高诊治、良性前列腺增生治疗。 二、教育及工作经历 2006年-至今，中山大学肿瘤防治中心，住院医师、主治医师、副主任医师、主任医师 2012年-2013年 美国克利夫兰医学中心（美国泌尿外科排名前二）进修 三、学术兼职 中国抗癌协会前列腺癌整合防筛专业委员会 副主任委员 中国抗癌协会男生殖系肿瘤专业委员会 委员 中国临床肿瘤学会前列腺癌专家委员会 委员 中华医学会泌尿外科学分会男科学组 委员 广东省抗癌协会泌尿生殖系肿瘤专业委员...
986,985,中山大学肿瘤防治中心,李永红,https://www.sysucc.org.cn/node/3725,异常提示,,亮眼经历含导航文本，已清洗
987,986,中山大学肿瘤防治中心,王骏,https://www.sysucc.org.cn/node/10096,亮眼经历线索,"副主任医师 前列腺癌的外科及精准治疗。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 王骏 职称：副主任医师 专长 前列腺癌的外科及精准治疗。 一、基本情况 副主任医师，博士 专科门诊时间：每周三下午 专业特长：前列腺癌的外科及精准治疗 二、教育及工作经历 2017-09 至 2020-06, 复旦大学, 外科学, 博士 2014-09 至 2017-06, 中山大学, 外科学, 硕士 2009-09 至 2014-06, 南方医科大学, 临床医学, 学士 更新时间：2025.5.30","副主任医师 前列腺癌的外科及精准治疗。 王骏 职称：副主任医师 专长 前列腺癌的外科及精准治疗。 一、基本情况 副主任医师，博士 专科门诊时间：每周三下午 专业特长：前列腺癌的外科及精准治疗 二、教育及工作经历 2017-09 至 2020-06, 复旦大学, 外科学, 博士 2014-09 至 2017-06, 中山大学, 外科学, 硕士 2009-09 至 2014-06, 南方医科大学, 临床医学, 学士 更新时间：2025.5.30"
987,986,中山大学肿瘤防治中心,王骏,https://www.sysucc.org.cn/node/10096,异常提示,,亮眼经历含导航文本，已清洗
989,988,中山大学肿瘤防治中心,蒋丽娟,https://www.sysucc.org.cn/node/3735,亮眼经历线索,前列腺癌MDT团队秘书 职称：副主任医师、硕士生导师 前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 基本情况： 职称：副主任医师、硕士生导师 职务：前列腺癌MDT团队秘书 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 蒋丽娟 职务：前列腺癌MDT团队秘书 职称：副主任医师、硕士生导师 专长 前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 基本情况： 职称：副主任医师、硕士生导师 职务：前列腺癌MDT团队秘书 门诊时间：周二下午，周五下午 专业特长：前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 学习及工作经历： 2001年—2006年：湖南南华大学临床医学院，获临床医学学士学位 2006年—2010年； 中山大学肿瘤防治中心泌尿外科工作 学术兼职： 中国抗癌协会会员 广东省抗癌协会泌尿生殖肿瘤专业委员会第一届青年委员会委员 广东省抗癌协会泌尿生殖肿瘤专...,前列腺癌MDT团队秘书 职称：副主任医师、硕士生导师 前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 基本情况： 职称：副主任医师、硕士生导师 职务：前列腺癌MDT团队秘书 蒋丽娟 职务：前列腺癌MDT团队秘书 职称：副主任医师、硕士生导师 专长 前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 基本情况： 职称：副主任医师、硕士生导师 职务：前列腺癌MDT团队秘书 门诊时间：周二下午，周五下午 专业特长：前列腺癌，肾癌，膀胱癌等泌尿系肿瘤的药物治疗及新药临床试验 学习及工作经历： 2001年—2006年：湖南南华大学临床医学院，获临床医学学士学位 2006年—2010年； 中山大学肿瘤防治中心泌尿外科工作 学术兼职： 中国抗癌协会会员 广东省抗癌协会泌尿生殖肿瘤专业委员会第一届青年委员会委员 广东省抗癌协会泌尿生殖肿瘤专...
989,988,中山大学肿瘤防治中心,蒋丽娟,https://www.sysucc.org.cn/node/3735,异常提示,,亮眼经历含导航文本，已清洗
991,990,中山大学肿瘤防治中心,陈东,https://www.sysucc.org.cn/node/3727,亮眼经历线索,德国医学博士，副主任医师，硕士生导师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 泌尿外科 / 临床专家 陈东 职称：德国医学博士，副主任医师，硕士生导师 专长 前列腺癌的手术治疗，PSA升高，早期前列腺癌的筛查，晚期前列腺癌的药物治疗 中国抗癌协会泌尿男生殖系肿瘤专业委员会 前列腺癌学组 委员 广东省泌尿生殖学会尿路修复重建学分会 常委 广东省抗癌协会泌尿生殖系肿瘤专业委员会 委员 广东省泌尿生殖学会微创学组 委员 广东省医师协会泌尿外科分会 委员 广东省医学会机器人分会泌尿外科学组 委员 广东省医学会性医学分会前列腺疾病学组 委员 加载更多 擅长：前列腺癌的手术治疗，PSA升高，早期前列腺癌的筛查，晚期前列腺癌的药物治疗,德国医学博士，副主任医师，硕士生导师 陈东 职称：德国医学博士，副主任医师，硕士生导师 专长 前列腺癌的手术治疗，PSA升高，早期前列腺癌的筛查，晚期前列腺癌的药物治疗 中国抗癌协会泌尿男生殖系肿瘤专业委员会 前列腺癌学组 委员 广东省泌尿生殖学会尿路修复重建学分会 常委 广东省抗癌协会泌尿生殖系肿瘤专业委员会 委员 广东省泌尿生殖学会微创学组 委员 广东省医师协会泌尿外科分会 委员 广东省医学会机器人分会泌尿外科学组 委员 广东省医学会性医学分会前列腺疾病学组 委员 擅长：前列腺癌的手术治疗，PSA升高，早期前列腺癌的筛查，晚期前列腺癌的药物治疗
991,990,中山大学肿瘤防治中心,陈东,https://www.sysucc.org.cn/node/3727,异常提示,,亮眼经历含导航文本，已清洗
993,992,中山大学肿瘤防治中心,张湘衡,https://www.sysucc.org.cn/node/3711,亮眼经历线索,"副主任医师、医学博士、主诊教授、硕士生导师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 张湘衡 职称：副主任医师、医学博士、主诊教授、硕士生导师 专长 熟练掌握显微手术和内镜手术，对脑和椎管肿瘤的治疗经验丰富； 一、基本情况 医学博士、中山大学肿瘤防治中心神经外科副主任医师，主诊教授、硕士 生导师。 二、学术任职 中国抗癌协会肿瘤光动力治疗专业委员会委员 广州抗癌协会神经肿瘤专业委员会委员 广东省医学会神经外科分会脊柱脊髓学组成员 广东省精准医学应用学会脑活检技术分会委员 广东省中西医结合学会神经肿瘤专业委员会常委 广东省健康管理学会妇科肿瘤多学科协作专业委员会委员 三、教育经历 (1) 2004-09 至 2011-06, 中山大学, 肿瘤学, 博士 (2) 1997-08 至 1999-07, 中山医科大学, 肿瘤学, 硕士 (3) 1992-09 至 1997-07, 中山医科大学...","副主任医师、医学博士、主诊教授、硕士生导师 张湘衡 职称：副主任医师、医学博士、主诊教授、硕士生导师 专长 熟练掌握显微手术和内镜手术，对脑和椎管肿瘤的治疗经验丰富； 一、基本情况 医学博士、中山大学肿瘤防治中心神经外科副主任医师，主诊教授、硕士 生导师。 二、学术任职 中国抗癌协会肿瘤光动力治疗专业委员会委员 广州抗癌协会神经肿瘤专业委员会委员 广东省医学会神经外科分会脊柱脊髓学组成员 广东省精准医学应用学会脑活检技术分会委员 广东省中西医结合学会神经肿瘤专业委员会常委 广东省健康管理学会妇科肿瘤多学科协作专业委员会委员 三、教育经历 (1) 2004-09 至 2011-06, 中山大学, 肿瘤学, 博士 (2) 1997-08 至 1999-07, 中山医科大学, 肿瘤学, 硕士 (3) 1992-09 至 1997-07, 中山医科大学..."
993,992,中山大学肿瘤防治中心,张湘衡,https://www.sysucc.org.cn/node/3711,异常提示,,亮眼经历含导航文本，已清洗
997,996,中山大学肿瘤防治中心,张晓实,https://www.sysucc.org.cn/node/3782,亮眼经历线索,教授、博士导师、黑色素瘤首席专家 临床专家 面包屑 首页 / 临床科室 / 内科系列 / 生物治疗中心 / 临床专家 张晓实 职称：教授、博士导师、黑色素瘤首席专家 专长 1.黑色素瘤的综合治疗； 2.肝癌、肠癌、肺癌、乳腺癌等实体肿瘤的免疫治疗 一、基本情况 职称：教授、主任医师、博士生导师、黑色素瘤首席专家 专家门诊时间：周二上午； 2. 肝癌、肠癌、肺癌、乳腺癌等实体肿瘤的免疫治疗 二、学习及工作经历： 1978年9月—1983年7月 重庆医科大学医疗一系本科生 1993年8月—1988年9月 四川省乐山市青神县医院，住院医师 1983年9月—1988年7月 重庆医科大学附属第一医院，硕士研究生 1988年8月—1995年8月 重庆医科大学附属第一医院，主治医师 1995年9月—1998年7月 重庆医科大学博士研究生（在职），副主任医师 1998年7月—2000年7月 中山大学附属肿瘤医院博士后 2000年7月至今：...,教授、博士导师、黑色素瘤首席专家 张晓实 职称：教授、博士导师、黑色素瘤首席专家 专长 1.黑色素瘤的综合治疗； 2.肝癌、肠癌、肺癌、乳腺癌等实体肿瘤的免疫治疗 一、基本情况 职称：教授、主任医师、博士生导师、黑色素瘤首席专家 专家门诊时间：周二上午； 2. 肝癌、肠癌、肺癌、乳腺癌等实体肿瘤的免疫治疗 二、学习及工作经历： 1978年9月—1983年7月 重庆医科大学医疗一系本科生 1993年8月—1988年9月 四川省乐山市青神县医院，住院医师 1983年9月—1988年7月 重庆医科大学附属第一医院，硕士研究生 1988年8月—1995年8月 重庆医科大学附属第一医院，主治医师 1995年9月—1998年7月 重庆医科大学博士研究生（在职），副主任医师 1998年7月—2000年7月 中山大学附属肿瘤医院博士后 2000年7月至今：...
997,996,中山大学肿瘤防治中心,张晓实,https://www.sysucc.org.cn/node/3782,异常提示,,亮眼经历含导航文本，已清洗
998,997,中山大学肿瘤防治中心,彭瑞清,https://www.sysucc.org.cn/node/3786,亮眼经历线索,副主任医师 临床专家 面包屑 首页 / 临床科室 / 内科系列 / 生物治疗中心 / 临床专家 彭瑞清 职称：副主任医师 专长 肿瘤生物治疗，肿瘤免疫治疗，黑色素瘤内科治疗 2001年毕业于中山医科大学临床医学系，获医学学士学位，同年进入肿瘤防治中心生物治疗研究中心工作，2007年1月升任主治医师，2008年7月获肿瘤学硕士学位，2011年获博士学位，主攻肿瘤生物治疗、黑色素瘤内科治疗，熟悉各种实体肿瘤的内科治疗。,副主任医师 彭瑞清 职称：副主任医师 专长 肿瘤生物治疗，肿瘤免疫治疗，黑色素瘤内科治疗 2001年毕业于中山医科大学临床医学系，获医学学士学位，同年进入肿瘤防治中心生物治疗研究中心工作，2007年1月升任主治医师，2008年7月获肿瘤学硕士学位，2011年获博士学位，主攻肿瘤生物治疗、黑色素瘤内科治疗，熟悉各种实体肿瘤的内科治疗。
998,997,中山大学肿瘤防治中心,彭瑞清,https://www.sysucc.org.cn/node/3786,异常提示,,亮眼经历含导航文本，已清洗
1003,1002,中山大学肿瘤防治中心,杨静,https://www.sysucc.org.cn/node/11362,亮眼经历线索,科秘书 职称：副主任医师 临床专家 面包屑 首页 / 临床科室 / 内科系列 / 生物治疗中心 / 临床专家 杨静 职务：科秘书 职称：副主任医师 专长 骨与软组织肉瘤内科治疗。 一、教育及工作经历 1. 2012.09-2020.06 四川大学华西临床医学院临床医学（8年制 ）博士 2. 2020.08-2022.07 中山大学肿瘤防治中心 生物治疗中心 博士后 3. 2022.08-2024.12 中山大学肿瘤防治中心 生物治疗中心 住院医师 4. 2025.01-2026.02 中山大学肿瘤防治中心 生物治疗中心 主治医师 二、学术兼职 广东省抗癌协会生物治疗专委会学术秘书 广东省抗癌协会肉瘤专业委员会委员 广东省精准医学应用学会肉瘤分会委员 广东省精准医学应用学会精准免疫治疗分会委员 三、主持科研项目 主持国家自然科然基金青年科学基金1项，广州市科技计划项目1项，人事部中国博士后基金1项。,科秘书 职称：副主任医师 杨静 职务：科秘书 职称：副主任医师 专长 骨与软组织肉瘤内科治疗。 一、教育及工作经历 1. 2012.09-2020.06 四川大学华西临床医学院临床医学（8年制 ）博士 2. 2020.08-2022.07 中山大学肿瘤防治中心 生物治疗中心 博士后 3. 2022.08-2024.12 中山大学肿瘤防治中心 生物治疗中心 住院医师 4. 2025.01-2026.02 中山大学肿瘤防治中心 生物治疗中心 主治医师 二、学术兼职 广东省抗癌协会生物治疗专委会学术秘书 广东省抗癌协会肉瘤专业委员会委员 广东省精准医学应用学会肉瘤分会委员 广东省精准医学应用学会精准免疫治疗分会委员 三、主持科研项目 主持国家自然科然基金青年科学基金1项，广州市科技计划项目1项，人事部中国博士后基金1项。
1003,1002,中山大学肿瘤防治中心,杨静,https://www.sysucc.org.cn/node/11362,异常提示,,亮眼经历含导航文本，已清洗
1006,1005,中山大学肿瘤防治中心,赵靖靖,https://www.sysucc.org.cn/node/3789,亮眼经历线索,主任医师 临床专家 面包屑 首页 / 临床科室 / 内科系列 / 生物治疗中心 / 临床专家 赵靖靖 职称：主任医师 专长 肿瘤免疫治疗； 一、基本情况 主任医师，出诊时间：周五上午（越秀院区） 二、教育及工作经历 教育经历 (1) 2003/09-2008/06，滨州医学院，临床医学系，学士 (2) 2008/09-2013/06，中山大学肿瘤防治中心，博士研究生（硕博连读） 工作经历 (1) 2013/08-2014/12，中山大学肿瘤防治中心生物治疗中心，医师 (2) 2015/01-2018/12，中山大学肿瘤防治中心生物治疗中心，主治医师 (3) 2019/01-2025/12，中山大学肿瘤防治中心生物治疗中心，副主任医师 (4) 2016/01-至今， 中山大学肿瘤防治中心生物治疗中心，主任医师 三、学术兼职 广东省精准医学应用学会罕见肿瘤分会常务委员 广东省精准医学应用学会头颈肿瘤分会常务委员； 广东省药学会...,主任医师 赵靖靖 职称：主任医师 专长 肿瘤免疫治疗； 一、基本情况 主任医师，出诊时间：周五上午（越秀院区） 二、教育及工作经历 教育经历 (1) 2003/09-2008/06，滨州医学院，临床医学系，学士 (2) 2008/09-2013/06，中山大学肿瘤防治中心，博士研究生（硕博连读） 工作经历 (1) 2013/08-2014/12，中山大学肿瘤防治中心生物治疗中心，医师 (2) 2015/01-2018/12，中山大学肿瘤防治中心生物治疗中心，主治医师 (3) 2019/01-2025/12，中山大学肿瘤防治中心生物治疗中心，副主任医师 (4) 2016/01-至今， 中山大学肿瘤防治中心生物治疗中心，主任医师 三、学术兼职 广东省精准医学应用学会罕见肿瘤分会常务委员 广东省精准医学应用学会头颈肿瘤分会常务委员； 广东省药学会...
1006,1005,中山大学肿瘤防治中心,赵靖靖,https://www.sysucc.org.cn/node/3789,异常提示,,亮眼经历含导航文本，已清洗
1009,1008,中山大学肿瘤防治中心,何洁华,https://www.sysucc.org.cn/node/3858,亮眼经历线索,主任医师 肿瘤病理诊断 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊断和疑难病例诊断，尤其擅长乳腺肿瘤、女性生殖系统肿瘤及肿瘤细胞学诊断。 加载更多 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊断和疑难病例诊断，尤其擅长乳腺肿瘤、女性生殖系统肿瘤及肿瘤细胞学诊断。 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 何洁华 职称：主任医师 专长 肿瘤病理诊断 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊...,主任医师 肿瘤病理诊断 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊断和疑难病例诊断，尤其擅长乳腺肿瘤、女性生殖系统肿瘤及肿瘤细胞学诊断。 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊断和疑难病例诊断，尤其擅长乳腺肿瘤、女性生殖系统肿瘤及肿瘤细胞学诊断。 何洁华 职称：主任医师 专长 肿瘤病理诊断 学历：医学硕士 职称：主任医师 学习和工作经历: 1990年毕业于中山医科大学临床医学系，2002年12月取得医学硕士学位，从事临床肿瘤诊断工作近30年，擅长肿瘤病理及细胞病理诊...
1009,1008,中山大学肿瘤防治中心,何洁华,https://www.sysucc.org.cn/node/3858,异常提示,,亮眼经历含导航文本，已清洗
1011,1010,中山大学肿瘤防治中心,刘莉莉,https://www.sysucc.org.cn/node/3869,亮眼经历线索,副主任医师 加载更多 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 刘莉莉 职称：副主任医师 加载更多,副主任医师 刘莉莉 职称：副主任医师
1011,1010,中山大学肿瘤防治中心,刘莉莉,https://www.sysucc.org.cn/node/3869,异常提示,,亮眼经历含导航文本，已清洗
1012,1011,中山大学肿瘤防治中心,向锦,https://www.sysucc.org.cn/node/3864,亮眼经历线索,副主任医师 副主任医师 加载更多 副主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 向锦 职称：副主任医师 副主任医师 加载更多 副主任医师,副主任医师 副主任医师 副主任医师 向锦 职称：副主任医师 副主任医师 副主任医师
1012,1011,中山大学肿瘤防治中心,向锦,https://www.sysucc.org.cn/node/3864,异常提示,,亮眼经历含导航文本，已清洗
1014,1013,中山大学肿瘤防治中心,奚少彦,https://www.sysucc.org.cn/node/3872,亮眼经历线索,副主任医师 加载更多 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 奚少彦 职称：副主任医师 加载更多,副主任医师 奚少彦 职称：副主任医师
1014,1013,中山大学肿瘤防治中心,奚少彦,https://www.sysucc.org.cn/node/3872,异常提示,,亮眼经历含导航文本，已清洗
1015,1014,中山大学肿瘤防治中心,孙鹏,https://www.sysucc.org.cn/node/3871,亮眼经历线索,病理科副主任 职称：副主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 孙鹏 职务：病理科副主任 职称：副主任医师,病理科副主任 职称：副主任医师 孙鹏 职务：病理科副主任 职称：副主任医师
1015,1014,中山大学肿瘤防治中心,孙鹏,https://www.sysucc.org.cn/node/3871,异常提示,,亮眼经历含导航文本，已清洗
1018,1017,中山大学肿瘤防治中心,张静,https://www.sysucc.org.cn/node/3860,亮眼经历线索,主任医师 病理诊断 主任医师 加载更多 主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 张静 职称：主任医师 专长 病理诊断 主任医师 加载更多 主任医师,主任医师 病理诊断 主任医师 主任医师 张静 职称：主任医师 专长 病理诊断 主任医师 主任医师
1018,1017,中山大学肿瘤防治中心,张静,https://www.sysucc.org.cn/node/3860,异常提示,,亮眼经历含导航文本，已清洗
1019,1018,中山大学肿瘤防治中心,曹云,https://www.sysucc.org.cn/node/3861,亮眼经历线索,主任医师，博士生导师，泌尿亚专科负责人 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 曹云 职称：主任医师，博士生导师，泌尿亚专科负责人 专长 在肿瘤病理的诊断与鉴别诊断方面积累了丰富经验，尤其擅长泌尿肿瘤与男性生殖肿瘤的病理诊断与鉴别诊断 一、基本情况 职称： 主任医师 专业特长： 在肿瘤病理的诊断与鉴别诊断方面积累了丰富经验，尤其擅长泌尿肿瘤与男性生殖肿瘤的病理诊断与鉴别诊断。 二、工作经历 2019/01–至今，中山大学，肿瘤防治中心病理科，主任医师 2013/01–2018/12，中山大学，肿瘤防治中心病理科，副主任医师 2007/01–2012/12，中山大学，肿瘤防治中心病理科，主治医师 2004/07–2006/12，中山大学，肿瘤防治中心病理科，住院医师 1998/08–2001/08，赣南医学院病理学教研室，助教 加载更多 曹云，中山大学肿瘤防治中心病理科主任医师，博士生导...,主任医师，博士生导师，泌尿亚专科负责人 曹云 职称：主任医师，博士生导师，泌尿亚专科负责人 专长 在肿瘤病理的诊断与鉴别诊断方面积累了丰富经验，尤其擅长泌尿肿瘤与男性生殖肿瘤的病理诊断与鉴别诊断 一、基本情况 职称： 主任医师 专业特长： 在肿瘤病理的诊断与鉴别诊断方面积累了丰富经验，尤其擅长泌尿肿瘤与男性生殖肿瘤的病理诊断与鉴别诊断。 二、工作经历 2019/01–至今，中山大学，肿瘤防治中心病理科，主任医师 2013/01–2018/12，中山大学，肿瘤防治中心病理科，副主任医师 2007/01–2012/12，中山大学，肿瘤防治中心病理科，主治医师 2004/07–2006/12，中山大学，肿瘤防治中心病理科，住院医师 1998/08–2001/08，赣南医学院病理学教研室，助教 曹云，中山大学肿瘤防治中心病理科主任医师，博士生导...
1019,1018,中山大学肿瘤防治中心,曹云,https://www.sysucc.org.cn/node/3861,异常提示,,亮眼经历含导航文本，已清洗
1020,1019,中山大学肿瘤防治中心,曾敬,https://www.sysucc.org.cn/node/3865,亮眼经历线索,科副主任 职称：主任医师 副主任医师 加载更多 副主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 曾敬 职务：科副主任 职称：主任医师 副主任医师 加载更多 副主任医师,科副主任 职称：主任医师 副主任医师 副主任医师 曾敬 职务：科副主任 职称：主任医师 副主任医师 副主任医师
1020,1019,中山大学肿瘤防治中心,曾敬,https://www.sysucc.org.cn/node/3865,异常提示,,亮眼经历含导航文本，已清洗
1021,1020,中山大学肿瘤防治中心,林素暇,https://www.sysucc.org.cn/node/3863,亮眼经历线索,主任医师 副主任医师 加载更多 副主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 林素暇 职称：主任医师 副主任医师 加载更多 副主任医师,主任医师 副主任医师 副主任医师 林素暇 职称：主任医师 副主任医师 副主任医师
