姓名,来源链接,状态,失败三态,照片链接,照片文件,字节数,SHA-256,魔数,宽,高,错误证据
邝仰东,https://www.gzszyy.com/expert/2026/Jrb27JdW.html,实采,,https://oss.gzszyy.com/20220207/120140915.jpg,01_试点医院/广州市中医院/照片/邝仰东-外科-副主任中医师-广州市中医院.jpg,221188,bab77cb2af6e83ab998d240e5e52fcb3228f541a83973f37198d7f73ee92760d,FFD8FFE10EEE457869660000,1152,1600,
张惠东,https://www.gzszyy.com/expert/2026/ELe3yrb6.html,实采,,https://oss.gzszyy.com/20220207/115700287.jpg,01_试点医院/广州市中医院/照片/张惠东-外科-副主任中医师-广州市中医院.jpg,41821,5cc84d8d6d2c49b8b1ea0b79163d782cb58448304cb2d85282317c17be7e7060,FFD8FFE1055B457869660000,413,626,
史振军,https://www.gzszyy.com/expert/2026/GRb4z2eB.html,实采,,https://oss.gzszyy.com/20220207/144158585.jpg,01_试点医院/广州市中医院/照片/史振军-外科-副主任中医师-广州市中医院.jpg,221570,d2ef53e7aaab144f4fb59fa812f3bb57f14f475b0a3eab1e5f1966ef8fc0b5ce,FFD8FFE10E5A457869660000,1152,1600,
杨泽娟,https://www.gzszyy.com/expert/2026/M7e5Rxa2.html,实采,,https://oss.gzszyy.com/20220207/144232650.jpg,01_试点医院/广州市中医院/照片/杨泽娟-外科-副主任中医师-广州市中医院.jpg,209126,50acc9e851b159b6493c4baf22be98c24d252303dc14de62b6139a1bf7408939,FFD8FFE10E51457869660000,1152,1600,
张宏,https://www.gzszyy.com/expert/2026/K9b60QeE.html,实采,,https://oss.gzszyy.com/20210324/181158101.jpg,01_试点医院/广州市中医院/照片/张宏-外科-副主任中医师-广州市中医院.jpg,205654,12b25c93a09cc76840b93b0acf8fb1a634a8a45976e5f143d03577c14b99de47,FFD8FFE10EBC457869660000,1152,1600,
严文兵,https://www.gzszyy.com/expert/2026/5xe7pwa7.html,实采,,https://oss.gzszyy.com/20220207/144316104.jpg,01_试点医院/广州市中医院/照片/严文兵-外科-副主任中医师-广州市中医院.jpg,212374,60afe0d5e7274ae61725bca94a7f7897ed81991dd14c8087671930a044231440,FFD8FFE10D63457869660000,1152,1600,
耿燚,https://www.gzszyy.com/expert/2026/WPe9DPdL.html,实采,,https://oss.gzszyy.com/20220207/144430214.jpg,01_试点医院/广州市中医院/照片/耿燚-外科-副主任中医师-广州市中医院.jpg,189414,d2de66a8be38137f1d20e4cc1a52e85502b2d0835d035e6636962ae1692a9b63,FFD8FFE10DB6457869660000,1152,1600,
郑晔辉,https://www.gzszyy.com/expert/2026/K9b6YLaE.html,实采,,https://oss.gzszyy.com/20260529/093914118.png,01_试点医院/广州市中医院/照片/郑晔辉-外科-主治医师-广州市中医院.png,82734,9af50c790d96c0f073d1f5041fc24da26d5e8368a1b854880f2bdfdcd66a253c,89504E470D0A1A0A0000000D,300,300,
黄琼刁,https://www.gzszyy.com/expert/2026/MYerEkdO.html,实采,,https://oss.gzszyy.com/20240612/115330997.jpg,01_试点医院/广州市中医院/照片/黄琼刁-外科-主治医师-广州市中医院.jpg,230159,bfcd670af01a5d6c9823e36f9bd76fbca4cac157c42ebb3f36091256a3893958,FFD8FFE10EA8457869660000,1152,1600,
金享林,https://www.gzszyy.com/expert/2026/olejnzej.html,实采,,https://oss.gzszyy.com/20240520/144158683.jpg,01_试点医院/广州市中医院/照片/金享林-外科-主治医师-广州市中医院.jpg,88504,24083a1f5f6936e091a74fcb42bc5f19189a9c5e3761c0bdeb15e7e7a103b3cf,FFD8FFE000104A4649460001,1080,1500,
周坤炎,https://www.gzszyy.com/expert/2026/46dB12b7.html,实采,,https://oss.gzszyy.com/20250624/152505262.jpg,01_试点医院/广州市中医院/照片/周坤炎-外科-医师-广州市中医院.jpg,202372,05ce2c7efbe116b81ca43eeefe095a50ce0f40eec0297e7a3cc02cd6ff5aba83,FFD8FFE000104A4649460001,2000,1333,
李向平,https://www.gzszyy.com/expert/2026/MYermwdO.html,实采,,https://oss.gzszyy.com/20220207/144500245.jpg,01_试点医院/广州市中医院/照片/李向平-外科-医师-广州市中医院.jpg,213312,c307890d7553796b6a1fc1eeb9629fecea1c34431582a4f4dec526af462417cd,FFD8FFE10D8D457869660000,1152,1600,
杨保参,https://www.gzszyy.com/expert/2026/Vyb8B2ev.html,实采,,https://oss.gzszyy.com/20260529/094748800.jpg,01_试点医院/广州市中医院/照片/杨保参-外科-副主任医师-广州市中医院.jpg,80805,f495ec2726d70493ca0d6fb2a65dbd70171aab74a1b115fc4a91b7ed9a302c41,FFD8FFE000104A4649460001,1120,1322,
林欢,https://www.gzszyy.com/expert/2026/JxboONbg.html,实采,,https://oss.gzszyy.com/20240521/102540724.png,01_试点医院/广州市中医院/照片/林欢-外科-副主任医师-广州市中医院.png,942057,f4898a266599aa05c52205c0c6a1e88246da119103b88d6d160bd93d1eb4a986,89504E470D0A1A0A0000000D,1134,756,
李富荣,https://www.gzszyy.com/expert/2026/w9aAm1av.html,实采,,https://oss.gzszyy.com/20220207/144531665.jpg,01_试点医院/广州市中医院/照片/李富荣-外科-副主任医师-广州市中医院.jpg,219784,72f41e8a9b8821b4fed13c50aa47b23ce4acdab543e68f81c740f383845174dc,FFD8FFE10DD6457869660000,1152,1600,
韩树坤,https://www.gzszyy.com/expert/2026/M7e5Aqe2.html,实采,,https://oss.gzszyy.com/20260529/093420528.jpg,01_试点医院/广州市中医院/照片/韩树坤-外科-主任医师-广州市中医院.jpg,50345,ca78299c1b732e33b950fee9a62c11343782cd452aac5d7be7d77a93dc7ad07c,FFD8FFE000104A4649460001,967,1200,
王健,https://www.gzszyy.com/expert/2026/WZdP6yaK.html,实采,,https://oss.gzszyy.com/20251014/142654161.jpg,01_试点医院/广州市中医院/照片/王健-外科-主任医师-广州市中医院.jpg,28402,d3e9c6a7910394817fcf231fdecfa19cbadc7eb96bd30fce3b73df5b4403e30f,FFD8FFE000104A4649460001,553,800,
王健,https://www.gzszyy.com/expert/2026/3YaOggax.html,实采,,https://oss.gzszyy.com/20220124/102225398.jpg,01_试点医院/广州市中医院/照片/王健-检验病理科-副主任-广州市中医院.jpg,224491,a69ada4aa5861ac2b366caec03779c8e7e447235600906f56f68cc75b8881676,FFD8FFE10E10457869660000,1152,1600,
何平胜,https://www.gzszyy.com/expert/2026/46dB82a7.html,实采,,https://oss.gzszyy.com/20241016/170056860.jpg,01_试点医院/广州市中医院/照片/何平胜-外科-主任医师-广州市中医院.jpg,203169,4ee6691c259a5927ee03c26859cc01d2fdaad558fe65672f428006ca3af7d9ac,FFD8FFE10D76457869660000,2000,1333,
吴江平,https://www.gzszyy.com/expert/2026/lNbWQWey.html,实采,,https://oss.gzszyy.com/20210528/181049201.jpg,01_试点医院/广州市中医院/照片/吴江平-外科-主任医师-广州市中医院.jpg,207817,c7e04f875b3032b4591ed5a8db2350f9533c917ea21154f4848fdc51f1148745,FFD8FFE10E1A457869660000,1152,1600,
杨振淮,https://www.gzszyy.com/expert/2026/QBeXrkby.html,实采,,https://oss.gzszyy.com/20210528/181130859.jpg,01_试点医院/广州市中医院/照片/杨振淮-外科-主任医师-广州市中医院.jpg,213025,f9dd3feb709d9fe3a61a8c8dddf141554f9f3d2ecdd55f35162e797ec849d7f5,FFD8FFE10E9B457869660000,1152,1600,
田立新,https://www.gzszyy.com/expert/2026/4QbYy0bz.html,实采,,https://oss.gzszyy.com/20210528/181222137.jpg,01_试点医院/广州市中医院/照片/田立新-外科-主任医师-广州市中医院.jpg,229541,58da1525769ecc1687a3ee510912fb6d04878803c5fd0e8885dc37c4b05e59c6,FFD8FFE10EB8457869660000,1152,1600,
李均乐,https://www.gzszyy.com/expert/2026/46dBnnd7.html,实采,,https://oss.gzszyy.com/20210525/104059365.jpg,01_试点医院/广州市中医院/照片/李均乐-外科-主任医师-广州市中医院.jpg,228476,97f757189dba577ffc93f5ccc3c189d8272fea3bb082eda184a7d2bc3010b5ea,FFD8FFE10E0E457869660000,1152,1600,
龙云,https://www.gzszyy.com/expert/2026/BDbD0Ybl.html,实采,,https://oss.gzszyy.com/20210528/181355685.jpg,01_试点医院/广州市中医院/照片/龙云-外科-主任医师-广州市中医院.jpg,229214,bccfeac4b3d2bda97c7d49326f4c019480fd0caf296a978281991b1a3e62561b,FFD8FFE10E00457869660000,1152,1600,
詹一飞,https://www.gzszyy.com/expert/2026/5xe7W8e7.html,实采,,https://oss.gzszyy.com/20260529/094648967.jpg,01_试点医院/广州市中医院/照片/詹一飞-外科-未标注-广州市中医院.jpg,54466,0a421f13ce6a4cff6390da1403dee2b78e264cf6d7227429942690a8263ecdf3,FFD8FFE000104A4649460001,960,1440,
杜猛,https://www.gzszyy.com/expert/2026/xkazYeJ0.html,实采,,https://oss.gzszyy.com/20201014/082531115.jpg,01_试点医院/广州市中医院/照片/杜猛-脉管炎科-副主任中医师-广州市中医院.jpg,215032,2b054eceb1ecfb78c6e9d83f4f21cba01ed1ab502c41fd9c70b5027aa91b61b8,FFD8FFE10D8A457869660000,1152,1600,
黎建华,https://www.gzszyy.com/expert/2026/zPdy7aQr.html,实采,,https://oss.gzszyy.com/20201014/082434362.jpg,01_试点医院/广州市中医院/照片/黎建华-脉管炎科-副主任中医师-广州市中医院.jpg,204643,c0e0547b2ae7c7bf23b55ce138314a779254ba1ef09f16d16012bf5dfe46f5f9,FFD8FFE10D9B457869660000,1152,1600,
周毅平,https://www.gzszyy.com/expert/2026/w9aAOdvM.html,实采,,https://oss.gzszyy.com/20201014/082611726.jpg,01_试点医院/广州市中医院/照片/周毅平-脉管炎科-副主任中医师-广州市中医院.jpg,221875,459da0dcae5415b4e9fc2b72eb6417c020215a7e434bd1a9be49486eb8164a82,FFD8FFE10EC5457869660000,1152,1600,
李顺宁,https://www.gzszyy.com/expert/2026/46dBXa79.html,实采,,https://oss.gzszyy.com/20201014/083534828.jpg,01_试点医院/广州市中医院/照片/李顺宁-脉管炎科-副主任中医师-广州市中医院.jpg,208026,60da68e832340327329649be66c0d1e6d0b32fdab477b1baf80639096fee1afd,FFD8FFE10DDF457869660000,1152,1600,
王昕冉,https://www.gzszyy.com/expert/2026/BDbDxbl2.html,实采,,https://oss.gzszyy.com/20201015/103321373.jpg,01_试点医院/广州市中医院/照片/王昕冉-脉管炎科-副主任中医师-广州市中医院.jpg,218112,23a26b4df0e7731cd3b1a1b3189e77df5253dd95fe4dd6824606c8dca08a17f2,FFD8FFE10D67457869660000,1152,1600,
张锦生,https://www.gzszyy.com/expert/2026/4oeEva0B.html,实采,,https://oss.gzszyy.com/20220207/114642749.jpg,01_试点医院/广州市中医院/照片/张锦生-脉管炎科-主治医师-广州市中医院.jpg,223751,16a602219409dd66f1f85979f6668b18c042c61e2750c13845af55b2ccba2dd6,FFD8FFE10DDB457869660000,1152,1600,
黄春发,https://www.gzszyy.com/expert/2026/YQdJ2dOG.html,实采,,https://oss.gzszyy.com/20201014/083412127.jpg,01_试点医院/广州市中医院/照片/黄春发-脉管炎科-主治医师-广州市中医院.jpg,209013,653deefc6fd019b61d1ffa53e01fed417041e151d301830cc883f2a86f5002e3,FFD8FFE10D55457869660000,1152,1600,
钟镜锋,https://www.gzszyy.com/expert/2026/YRdG7dDz.html,实采,,https://oss.gzszyy.com/20201014/083341999.jpg,01_试点医院/广州市中医院/照片/钟镜锋-脉管炎科-主治中医师-广州市中医院.jpg,205780,4f8f16bf5f92ad320ee891d5635616e9d58d74e807994df514efeea704f85f25,FFD8FFE10DB3457869660000,1152,1600,
卢楠,https://www.gzszyy.com/expert/2026/YqaQAMan.html,实采,,https://oss.gzszyy.com/20251114/114232502.jpg,01_试点医院/广州市中医院/照片/卢楠-脉管炎科-主治中医师-广州市中医院.jpg,133005,ac4d31fcbb26040779b4f21173280a617b62a1c11bd76d4537a261f3b0b22900,FFD8FFE000104A4649460001,1920,1280,
范小华,https://www.gzszyy.com/expert/2026/MYergBaO.html,实采,,https://oss.gzszyy.com/20250307/100029945.jpg,01_试点医院/广州市中医院/照片/范小华-肛肠科-主任中医师-广州市中医院.jpg,279000,d2ef8e771fad5f9895504a5dc460f76d1b643185d4040fefa63a0b48eec74581,FFD8FFE000104A4649460001,1816,1999,
陈诗伟,https://www.gzszyy.com/expert/2026/8mep9XaM.html,实采,,https://oss.gzszyy.com/20250310/092528971.jpg,01_试点医院/广州市中医院/照片/陈诗伟-肛肠科-主任中医师-广州市中医院.jpg,322606,92161e60ff516e67f7b2512c8e6ea776b510d69b16a6c34df8f736104996e111,FFD8FFE000104A4649460001,2000,1873,
柳霞,https://www.gzszyy.com/expert/2026/l9avlrdG.html,实采,,https://oss.gzszyy.com/20201014/084103279.jpg,01_试点医院/广州市中医院/照片/柳霞-肛肠科-副主任中医师-广州市中医院.jpg,203085,2c8d2c6664c75e8a38b131fedb5ff17b9275033a5a27f54c28c9b60cd809dae0,FFD8FFE10DA9457869660000,1152,1600,
李洋,https://www.gzszyy.com/expert/2026/jnegZ9dw.html,实采,,https://oss.gzszyy.com/20201014/084302631.jpg,01_试点医院/广州市中医院/照片/李洋-肛肠科-副主任中医师-广州市中医院.jpg,235818,58d61a77294a4d6576d0ead2999d63d8dceeaae4f43f95733a2261044f88e34f,FFD8FFE10E6D457869660000,1152,1600,
陈超云,https://www.gzszyy.com/expert/2026/olejZWej.html,实采,,https://oss.gzszyy.com/20201014/084005496.jpg,01_试点医院/广州市中医院/照片/陈超云-肛肠科-副主任中医师-广州市中医院.jpg,198241,1520a08b7b94afc277b37feae4abdd49a8061c00f6370ac483f2eaae32a1991f,FFD8FFE10E55457869660000,1152,1600,
简丽丝,https://www.gzszyy.com/expert/2026/l9avmLeG.html,实采,,https://oss.gzszyy.com/20250307/102438788.jpg,01_试点医院/广州市中医院/照片/简丽丝-肛肠科-主治医师-广州市中医院.jpg,270866,7283e137b5f81fe5b0ed9dfbe8fc564cdcaa1509a0d07dd4a9eb6bfe1717b7a3,FFD8FFE000104A4649460001,1816,1999,
黄阳勇,https://www.gzszyy.com/expert/2026/MYer86bO.html,实采,,https://oss.gzszyy.com/20201014/085856977.jpg,01_试点医院/广州市中医院/照片/黄阳勇-肛肠科-主治中医师-广州市中医院.jpg,198817,65a2c33554c5e3cfff9314374067a1fe4f67a553566e3da950f4dd6882699165,FFD8FFE10D98457869660000,1152,1600,
朱华聪,https://www.gzszyy.com/expert/2026/4zbqADbp.html,实采,,https://oss.gzszyy.com/20250307/091944492.jpg,01_试点医院/广州市中医院/照片/朱华聪-肛肠科-医师-广州市中医院.jpg,172885,6ff086d0ce4b587ff90d2f2c9aec3342cc4adddf2e8689bc4e813765c3e6a659,FFD8FFE000104A4649460001,2000,1333,
周征,https://www.gzszyy.com/expert/2026/olejq5dj.html,实采,,https://oss.gzszyy.com/20201014/093930395.jpg,01_试点医院/广州市中医院/照片/周征-妇科-主任中医师-广州市中医院.jpg,237259,1abc83491cdd87c6f5116f02d2fe6484a696802219a7b1b052f06e86ebe88c8b,FFD8FFE10F16457869660000,1152,1600,
王勇,https://www.gzszyy.com/expert/2026/WPe9Q3eL.html,实采,,https://oss.gzszyy.com/20201014/093826191.jpg,01_试点医院/广州市中医院/照片/王勇-妇科-副主任中医师-广州市中医院.jpg,239368,50948ff42ec65f6ecc2eb8a8484118d7dd25412efbf0ecb34e268406ce4c3eaf,FFD8FFE10E00457869660000,1152,1600,
禹安琪,https://www.gzszyy.com/expert/2026/nXe0VXbx.html,实采,,https://oss.gzszyy.com/20201014/102013918.jpg,01_试点医院/广州市中医院/照片/禹安琪-妇科-副主任中医师-广州市中医院.jpg,195644,f216695e2c079295a6340e73ac229a7da8866f8e8c08ca67bdb902d07322e2dc,FFD8FFE10E40457869660000,1152,1600,
钟居孟,https://www.gzszyy.com/expert/2026/jnegL6aw.html,实采,,https://oss.gzszyy.com/20201014/090316558.jpg,01_试点医院/广州市中医院/照片/钟居孟-妇科-副主任中医师-广州市中医院.jpg,215305,bc8c973655c2ff7eb276c44188295bdd1a345a8b346a074970a86ededbf58b17,FFD8FFE10D4F457869660000,1152,1600,
王欣,https://www.gzszyy.com/expert/2026/pmbkZXaz.html,实采,,https://oss.gzszyy.com/20201014/093617689.jpg,01_试点医院/广州市中医院/照片/王欣-妇科-副主任中医师-广州市中医院.jpg,198660,4c15ce91b131e1c18566b830e68143c0525d2fe930102631cfdf75761a93b123,FFD8FFE10D85457869660000,1152,1600,
潘艳芳,https://www.gzszyy.com/expert/2026/pnel56aK.html,实采,,https://oss.gzszyy.com/20250818/114641916.jpg,01_试点医院/广州市中医院/照片/潘艳芳-妇科-副主任中医师-广州市中医院.jpg,162312,79de7c142957764bd2bba97140e2a09409743a6c0c8a56210e42fcbef5740ce8,FFD8FFE1028C457869660000,1322,2000,
于杰,https://www.gzszyy.com/expert/2026/8mepQ6aM.html,实采,,https://oss.gzszyy.com/20201014/101927446.jpg,01_试点医院/广州市中医院/照片/于杰-妇科-副主任中医师-广州市中医院.jpg,216412,e4da156a1149fd34335477dc51d49306743e5e45e25fccf4a6401de17f81dcdb,FFD8FFE10E61457869660000,1152,1600,
卢巧毅,https://www.gzszyy.com/expert/2026/4zbqYrbp.html,实采,,https://oss.gzszyy.com/20201014/102110705.jpg,01_试点医院/广州市中医院/照片/卢巧毅-妇科-副主任中医师-广州市中医院.jpg,178658,63dd8dd7365f4dfe79322102cbd336239c9be23ba42861f7c24777cc5dd0ac24,FFD8FFE10D89457869660000,1152,1600,
唐媛,https://www.gzszyy.com/expert/2026/MYerR6eO.html,实采,,https://oss.gzszyy.com/20201014/102145931.jpg,01_试点医院/广州市中医院/照片/唐媛-妇科-主治医师-广州市中医院.jpg,210571,2f6bb106dbd007c1986b5785b48266546444729d930c50a65287b3183b7ceca8,FFD8FFE10D49457869660000,1152,1600,
严杏,https://www.gzszyy.com/expert/2026/LDdwmwa1.html,实采,,https://oss.gzszyy.com/20201014/102217932.jpg,01_试点医院/广州市中医院/照片/严杏-妇科-主治医师-广州市中医院.jpg,198034,b2c65664f1ce07fcff3ae16737933d268b787d8392ebfbc035dbe3727e456b51,FFD8FFE10E1D457869660000,1152,1600,
麦观艳,https://www.gzszyy.com/expert/2026/xkazB5aJ.html,实采,,https://oss.gzszyy.com/20240826/160948644.png,01_试点医院/广州市中医院/照片/麦观艳-妇科-主治中医师-广州市中医院.png,1010235,b9c44dad6f30e11ee25877f2753020287f8f9c81b6321116a2ef343caa4a7a19,89504E470D0A1A0A0000000D,446,565,
黄亚南,https://www.gzszyy.com/expert/2026/w9aAQ7av.html,实采,,https://oss.gzszyy.com/20240826/161241907.png,01_试点医院/广州市中医院/照片/黄亚南-妇科-主治中医师-广州市中医院.png,1156980,66c4a5c79173e6feb2ff443889e7b1b10fefaab8c976c4229a70e9daaa5e77c2,89504E470D0A1A0A0000000D,490,589,
孟聪,https://www.gzszyy.com/expert/2026/openrle7.html,实采,,https://oss.gzszyy.com/20201014/093724485.jpg,01_试点医院/广州市中医院/照片/孟聪-妇科-主治中医师-广州市中医院.jpg,204864,9099257084371a1ae476b074c540ed491e7e1a647c95a6e65b846cfd430be811,FFD8FFE10E27457869660000,1152,1600,
宋燕,https://www.gzszyy.com/expert/2026/JxboQKeg.html,实采,,https://oss.gzszyy.com/20201014/090732844.jpg,01_试点医院/广州市中医院/照片/宋燕-妇科-主治中医师-广州市中医院.jpg,213716,a5c10ca505c3376eb5b5e0c888b122271e63aeb9a5dda62a83c6d43f34de7b3b,FFD8FFE10E1D457869660000,1152,1600,
李秀然,https://www.gzszyy.com/expert/2026/MvbmQ0bY.html,实采,,https://oss.gzszyy.com/20201014/093956780.jpg,01_试点医院/广州市中医院/照片/李秀然-妇科-副主任医师-广州市中医院.jpg,226788,8e185fe4dfd28748236f09561dbbdfb6912e47048d671991a556c58904e247da,FFD8FFE10EB2457869660000,1152,1600,
肖达民,https://www.gzszyy.com/expert/2026/8mep2rbM.html,实采,,https://oss.gzszyy.com/20201014/144256610.jpg,01_试点医院/广州市中医院/照片/肖达民-儿科-主任中医师-广州市中医院.jpg,212597,07ffbed6088c0c0c3a8c414f0dc1f2f7dc3379ac5a7c3b366dc70a63370f6ffc,FFD8FFE10D9A457869660000,1152,1600,
石艳红,https://www.gzszyy.com/expert/2026/J0dNxzaL.html,实采,,https://oss.gzszyy.com/20201014/143654792.jpg,01_试点医院/广州市中医院/照片/石艳红-儿科-主任中医师-广州市中医院.jpg,201860,cbffcd03ffed744a926449bd242568c9adb3bb0b73c4a7f8441f2c1844a0fb16,FFD8FFE10DC1457869660000,1152,1600,
陈致雯,https://www.gzszyy.com/expert/2026/3YaO7Nax.html,实采,,https://oss.gzszyy.com/20201014/143724489.jpg,01_试点医院/广州市中医院/照片/陈致雯-儿科-副主任中医师-广州市中医院.jpg,211849,200cc3f686ddd18d6e1e3c6b592c960038ce329f031277c29862504af68438df,FFD8FFE10E39457869660000,1152,1600,
廖寒林,https://www.gzszyy.com/expert/2026/YqaQ1Yan.html,实采,,https://oss.gzszyy.com/20201014/152620653.jpg,01_试点医院/广州市中医院/照片/廖寒林-儿科-副主任中医师-广州市中医院.jpg,190478,08ab1d622ebfff73030d8214c502f85dc463e4c7d9efef61d239ff37156f1106,FFD8FFE10DE4457869660000,1152,1600,
刘艳荣,https://www.gzszyy.com/expert/2026/APdRgReG.html,实采,,https://oss.gzszyy.com/20201014/172407830.jpg,01_试点医院/广州市中医院/照片/刘艳荣-儿科-副主任中医师-广州市中医院.jpg,227291,255c45771aebbc415c4ff087954e0407b73d29f81f6a56386a1022a55ce81d9e,FFD8FFE10F7D457869660000,1152,1600,
朱丽臻,https://www.gzszyy.com/expert/2026/y5eVm1dE.html,实采,,https://oss.gzszyy.com/20201014/143457965.jpg,01_试点医院/广州市中医院/照片/朱丽臻-儿科-主治医师-广州市中医院.jpg,211081,83a87f7c278518a407335f55c7b40b276ad4b3f4ff77f1975d69575976f95885,FFD8FFE10ED4457869660000,1152,1600,
范文萃,https://www.gzszyy.com/expert/2026/QBeX6mby.html,实采,,https://oss.gzszyy.com/20201014/143802503.jpg,01_试点医院/广州市中医院/照片/范文萃-儿科-主治医师-广州市中医院.jpg,210487,dda5a7f172ae53235e81d9a8a083a4b46885f12c3b4a05b800f959fc6923cd15,FFD8FFE10E75457869660000,1152,1600,
刘婧平,https://www.gzszyy.com/expert/2026/X7axozey.html,实采,,https://oss.gzszyy.com/20250624/151501756.jpg,01_试点医院/广州市中医院/照片/刘婧平-儿科-主治中医师-广州市中医院.jpg,201258,80037cd93986b4c4713d5bc5a8c9baf53e53505bd950bda56db1adf975cb853a,FFD8FFE000104A4649460001,2000,1330,
卢景熙,https://www.gzszyy.com/expert/2026/WZdP1neK.html,实采,,https://oss.gzszyy.com/20201014/144525580.jpg,01_试点医院/广州市中医院/照片/卢景熙-儿科-主治中医师-广州市中医院.jpg,193139,0598e58d67e1b83a779c83000b4c1a514ce3a7e50e93e58b03f0b7ca80828812,FFD8FFE10DB8457869660000,1152,1600,
徐丹,https://www.gzszyy.com/expert/2026/4QbYvpdz.html,实采,,https://oss.gzszyy.com/20201014/143839420.jpg,01_试点医院/广州市中医院/照片/徐丹-儿科-主治中医师-广州市中医院.jpg,199353,72f4f3b043a595a359fe55910344648b9884d5ae50f08ba7cc2d08efd01fd99e,FFD8FFE10E02457869660000,1152,1600,
赖碧婷,https://www.gzszyy.com/expert/2026/oQeZV6ep.html,实采,,https://oss.gzszyy.com/20201014/152658209.jpg,01_试点医院/广州市中医院/照片/赖碧婷-儿科-医师-广州市中医院.jpg,181074,369046481e0232b83aa004ce1ae91976a78d53277adda2fada045c62fb42a6dd,FFD8FFE10D84457869660000,1152,1600,
朱永健,https://www.gzszyy.com/expert/2026/Jrb2vvbW.html,实采,,https://oss.gzszyy.com/20201014/144633866.jpg,01_试点医院/广州市中医院/照片/朱永健-儿科-医师-广州市中医院.jpg,201525,b33f8c31e51ed6ebfb71e607e2352c31ca551b84ebe77aef1a009a5594abfa0f,FFD8FFE10DB7457869660000,1152,1600,
李梦瑶,https://www.gzszyy.com/expert/2026/ELe32Qd6.html,实采,,https://oss.gzszyy.com/20201014/143955718.jpg,01_试点医院/广州市中医院/照片/李梦瑶-儿科-医师-广州市中医院.jpg,223449,ec8101da83fbbc4264ab8283770d68ac88f96b7a0031da36199648d4bb6583e6,FFD8FFE10E56457869660000,1152,1600,
李盼,https://www.gzszyy.com/expert/2026/GRb4R6eB.html,实采,,https://oss.gzszyy.com/20201014/152534510.jpg,01_试点医院/广州市中医院/照片/李盼-儿科-医师-广州市中医院.jpg,184817,05e77a4ed5fb13bb82b601f0b0aa18bd05ce0c14b6d2bc59fa6ef0b0130623b0,FFD8FFE10DB0457869660000,1152,1600,
郑玲玲,https://www.gzszyy.com/expert/2026/4oeEZma0.html,实采,,https://oss.gzszyy.com/20241017/091747461.png,01_试点医院/广州市中医院/照片/郑玲玲-儿科-副主任医师-广州市中医院.png,945914,db7295b3805d5076ff60b11ccc503e8b8930eaa1f3791b7f97a22ce502d3b423,89504E470D0A1A0A0000000D,1137,753,
杜广亮,https://www.gzszyy.com/expert/2026/lNbWngay.html,实采,,https://oss.gzszyy.com/20201014/143340521.jpg,01_试点医院/广州市中医院/照片/杜广亮-儿科-副主任医师-广州市中医院.jpg,205564,2166eef1c25c8bcee998a8874d0d469ce290f48716b470f5cd3320e33c40f3f5,FFD8FFE10D62457869660000,1152,1600,
姚美美,https://www.gzszyy.com/expert/2026/l9avYgeG.html,实采,,https://oss.gzszyy.com/20240612/143633274.jpg,01_试点医院/广州市中医院/照片/姚美美-儿科-医师-广州市中医院.jpg,192656,b50b1e2919b218edd0e03faeb44b31e754b9ccbb3756749c222db95b4a2f223e,FFD8FFE000104A4649460001,2000,1333,
王惟岩,https://www.gzszyy.com/expert/2026/YQdJE9bO.html,实采,,https://oss.gzszyy.com/20250625/085444497.jpg,01_试点医院/广州市中医院/照片/王惟岩-儿科-医师-广州市中医院.jpg,86158,a23bddfd9baafcb194b9dd1a1e48de79835d251d5d7b9fc81fdc1c91d297b529,FFD8FFE000104A4649460001,1920,1280,
吴菁菁,https://www.gzszyy.com/expert/2026/QBeX78dy.html,实采,,https://oss.gzszyy.com/20241113/103257849.png,01_试点医院/广州市中医院/照片/吴菁菁-儿科-医师-广州市中医院.png,529948,70c964242af46f7ec0ae6aef8c79a53a653d6898a2f48da725c8d689b165aa93,89504E470D0A1A0A0000000D,797,847,
关俊辉,https://www.gzszyy.com/expert/2026/46dBLJa7.html,实采,,https://oss.gzszyy.com/20201016/095442993.jpg,01_试点医院/广州市中医院/照片/关俊辉-骨伤科-主任中医师-广州市中医院.jpg,222956,b8cf677adbf232af23f0cef737d00e12147843ad8dcd3d99acff5a6d39e8f12a,FFD8FFE10E0B457869660000,1152,1600,
张维,https://www.gzszyy.com/expert/2026/zPdyrWeQ.html,实采,,https://oss.gzszyy.com/20201016/094617588.jpg,01_试点医院/广州市中医院/照片/张维-骨伤科-主任医师-广州市中医院.jpg,211942,eadb34653c60c2b33b92b549f51ad3298a5a9b30b17ea6781a98181374d91443,FFD8FFE10DB4457869660000,1152,1600,
林晓光,https://www.gzszyy.com/expert/2026/pmbkoYbz.html,实采,,https://oss.gzszyy.com/20240520/144531551.jpg,01_试点医院/广州市中医院/照片/林晓光-骨伤科-主任中医师-广州市中医院.jpg,173137,945c6b4d933c84feae8d6032653b948ab45183e2a5ace135b9bd44bc251b6400,FFD8FFE10083457869660000,2000,1333,
田天照,https://www.gzszyy.com/expert/2026/xkazK8bJ.html,实采,,https://oss.gzszyy.com/20201016/094711428.jpg,01_试点医院/广州市中医院/照片/田天照-骨伤科-副主任中医师-广州市中医院.jpg,218350,62321712a107c35392f144b5373098393d3967e56516db0391c0483d98123c76,FFD8FFE10DFF457869660000,1152,1600,
